1,223598725,0,freqitem
2,176854334,0,cheetahlb-syn
3,179070488,0,cheetahlb-syn
4,388878702,0,cheetahlb-syn
5,647832669,0,cacheread
6,475929009,0,freqitem
7,312581793,0,cacheread
8,475719831,0,cheetahlb-syn
9,476973328,0,cheetahlb-syn
10,573260241,0,freqitem
11,1154857472,0,cheetahlb-syn
12,1834100207,28796878,cacheread
13,530750625,0,cheetahlb-syn
14,1064119257,0,cheetahlb-syn
15,607958895,0,cacheread
16,1332550360,0,cheetahlb-syn
17,2184231861,32310102,cacheread
18,1064387906,59141035,freqitem
19,1226147867,97960378,cacheread
20,1066316657,0,freqitem
21,2119749165,0,cheetahlb-syn
22,3376701416,0,cacheread
23,4688165658,155359134,cacheread
24,1126287143,33310001,freqitem
25,1167905838,45404653,cacheread
26,1067006985,0,cheetahlb-syn
27,2271405933,0,freqitem
28,3406168679,75590738,cheetahlb-syn
29,1120332801,0,freqitem
30,2545656073,99958245,cacheread
31,1105009746,0,cheetahlb-syn
32,941085848,0,freqitem
33,1970613217,0,freqitem
34,3262767570,115530721,cacheread
35,1009963851,0,freqitem
36,993450011,0,cheetahlb-syn
37,2328324887,97521516,cacheread
38,1048742268,0,freqitem
39,2070940172,29412870,cheetahlb-syn
40,1232290920,54994520,freqitem
41,1018714578,0,cheetahlb-syn
42,2045530063,0,cheetahlb-syn
43,1331381459,0,cacheread
44,2373945569,71641483,cheetahlb-syn
45,1019314682,0,cheetahlb-syn
46,2443909193,87380512,cacheread
47,1071579862,0,freqitem
48,2564258121,0,cacheread
49,3610891001,130012828,cheetahlb-syn
50,1493550928,0,cacheread
51,3079018623,184758374,cacheread
52,1033776826,0,freqitem
53,1420294489,71225036,cheetahlb-syn
54,1017587371,0,freqitem
55,1024438069,0,cheetahlb-syn
56,2579905916,0,cacheread
57,3674754948,0,freqitem
58,5300749020,226961413,cacheread
59,1732438226,97401283,cacheread
60,1405968699,0,cheetahlb-syn
61,2932510062,170557765,cacheread
