1,216342318,0,freqitem
2,180645712,0,cheetahlb-syn
3,181537941,0,cheetahlb-syn
4,386198730,0,cheetahlb-syn
5,647843792,0,cacheread
6,486106368,0,freqitem
7,320829432,0,cacheread
8,476671280,0,cheetahlb-syn
9,478448710,0,cheetahlb-syn
10,565394463,0,freqitem
11,1145660271,0,cheetahlb-syn
12,1804636822,29432767,cacheread
13,537985697,0,cheetahlb-syn
14,1069681897,0,cheetahlb-syn
15,591025654,0,cacheread
16,1323839172,0,cheetahlb-syn
17,2213990642,39186133,cacheread
18,1126348460,64868970,freqitem
19,1205810361,77474162,cacheread
20,1073075103,0,freqitem
21,2148210628,0,cheetahlb-syn
22,3381358995,0,cacheread
23,4672837272,149778287,cacheread
24,1172904418,79271440,freqitem
25,1172139474,45467206,cacheread
26,1109443774,0,cheetahlb-syn
27,2335634155,0,freqitem
28,3474856038,87220940,cheetahlb-syn
29,1074377260,0,freqitem
30,2472754362,104943467,cacheread
31,1093641971,0,cheetahlb-syn
32,961724270,0,freqitem
33,2039512732,0,freqitem
34,3325848083,114298269,cacheread
35,1000942078,0,freqitem
36,1011384570,0,cheetahlb-syn
37,2381282854,93304094,cacheread
38,1098451273,0,freqitem
39,2125902377,34854979,cheetahlb-syn
40,1228525448,58889357,freqitem
41,1023701547,0,cheetahlb-syn
42,2057255409,0,cheetahlb-syn
43,1394162628,0,cacheread
44,2440622560,77964528,cheetahlb-syn
45,1024977604,0,cheetahlb-syn
46,2492892387,99782439,cacheread
47,1119317416,0,freqitem
48,2608025372,0,cacheread
49,3648437795,133934294,cheetahlb-syn
50,1504383063,0,cacheread
51,3092602618,183391329,cacheread
52,1050015857,0,freqitem
53,1434887586,69119946,cheetahlb-syn
54,1047696533,0,freqitem
55,1043248302,0,cheetahlb-syn
56,2615356613,0,cacheread
57,3739685463,0,freqitem
58,5395853660,239424535,cacheread
59,1675564770,103630077,cacheread
60,1412954121,0,cheetahlb-syn
61,2942590819,166762688,cacheread
