1,218685806,0,freqitem
2,183396202,0,cheetahlb-syn
3,194370638,0,cheetahlb-syn
4,403090652,0,cheetahlb-syn
5,671271796,0,cacheread
6,494109640,0,freqitem
7,328424777,0,cacheread
8,506705520,0,cheetahlb-syn
9,504915930,0,cheetahlb-syn
10,608730090,0,freqitem
11,1210829887,0,cheetahlb-syn
12,1913065872,32100267,cacheread
13,557135234,0,cheetahlb-syn
14,1132756668,0,cheetahlb-syn
15,627803787,0,cacheread
16,1425752166,0,cheetahlb-syn
17,2369834963,41923868,cacheread
18,1182716905,71184699,freqitem
19,1220106724,46008787,cacheread
20,1197383970,0,freqitem
21,2342890947,0,cheetahlb-syn
22,3676806958,0,cacheread
23,5059367235,133027316,cacheread
24,1327981980,102506625,freqitem
25,1284318026,53931378,cacheread
26,1150796492,0,cheetahlb-syn
27,2453018358,0,freqitem
28,3665431947,81399457,cheetahlb-syn
29,1182597931,0,freqitem
30,2656016353,103440729,cacheread
31,1174753869,0,cheetahlb-syn
32,1020230428,0,freqitem
33,2166953511,0,freqitem
34,3542657287,116531442,cacheread
35,1089776655,0,freqitem
36,1074990513,0,cheetahlb-syn
37,2506343975,95174615,cacheread
38,1160681495,0,freqitem
39,2259900559,40584630,cheetahlb-syn
40,1310087746,57428139,freqitem
41,1104412593,0,cheetahlb-syn
42,2212260751,0,cheetahlb-syn
43,1449551562,0,cacheread
44,2534651082,80417001,cheetahlb-syn
45,1104580131,0,cheetahlb-syn
46,2631901785,92794230,cacheread
47,1192543449,0,freqitem
48,2740895721,0,cacheread
49,3881523670,126222790,cheetahlb-syn
50,1592165892,0,cacheread
51,3215667512,183220039,cacheread
52,1085885662,0,freqitem
53,1521049334,71359040,cheetahlb-syn
54,1102149626,0,freqitem
55,1099682776,0,cheetahlb-syn
56,2745078854,0,cacheread
57,3952625806,0,freqitem
58,5645181263,218368083,cacheread
59,1745974895,101386178,cacheread
60,1480282829,0,cheetahlb-syn
61,3103884748,174563769,cacheread
