1,201421618,0,freqitem
2,173449047,0,cheetahlb-syn
3,178606953,0,cheetahlb-syn
4,384038789,0,cheetahlb-syn
5,632012771,0,cacheread
6,476070419,0,freqitem
7,318289111,0,cacheread
8,487010073,0,cheetahlb-syn
9,484833825,0,cheetahlb-syn
10,590969683,0,freqitem
11,1172768453,0,cheetahlb-syn
12,1847477965,34870345,cacheread
13,533620133,0,cheetahlb-syn
14,1067066367,0,cheetahlb-syn
15,602868817,0,cacheread
16,1351492551,0,cheetahlb-syn
17,2219470120,37368803,cacheread
18,1111290335,66527103,freqitem
19,1220068511,87511296,cacheread
20,1070667781,0,freqitem
21,2132589776,0,cheetahlb-syn
22,3376614349,0,cacheread
23,4645357444,140604101,cacheread
24,1159682811,56984020,freqitem
25,1176791727,47257252,cacheread
26,1074319323,0,cheetahlb-syn
27,2322573714,0,freqitem
28,3450774743,89776940,cheetahlb-syn
29,1103646620,0,freqitem
30,2509684019,118942091,cacheread
31,1072949233,0,cheetahlb-syn
32,945595605,0,freqitem
33,2015009682,0,freqitem
34,3331739349,113724601,cacheread
35,1009339099,0,freqitem
36,1004356418,0,cheetahlb-syn
37,2356048965,85521206,cacheread
38,1107810196,0,freqitem
39,2110069920,41888734,cheetahlb-syn
40,1221308381,56577441,freqitem
41,1035337971,0,cheetahlb-syn
42,2064391139,0,cheetahlb-syn
43,1383524010,0,cacheread
44,2444322755,87173109,cheetahlb-syn
45,1041915889,0,cheetahlb-syn
46,2484959556,92970807,cacheread
47,1087313600,0,freqitem
48,2584883532,0,cacheread
49,3641613403,126257266,cheetahlb-syn
50,1505730579,0,cacheread
51,3072908441,183158148,cacheread
52,1017713758,0,freqitem
53,1423757170,74920167,cheetahlb-syn
54,1042659119,0,freqitem
55,1049652510,0,cheetahlb-syn
56,2625506663,0,cacheread
57,3775619799,0,freqitem
58,5428743624,232897345,cacheread
59,1682513346,94736870,cacheread
60,1415913823,0,cheetahlb-syn
61,2922660268,179346690,cacheread
