2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
4,7
8,11
9,12
10,13
14,17
15,18
16,19
2,5
3,6
